NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;"1. <p>Was beschreibt deine aktuelle Wohnsituation am besten?&nbsp;</p>";"2. <p>Wie viele Kinder hast du?&nbsp;</p>";3. <p>Wie alt ist dein (ältestes) Kind?</p>;4. <p>Wie alt ist dein zweitältestes Kind?</p>;5. <p>Wie alt ist dein drittältestes Kind?</p>;6. <p>Wie alt ist dein viertältestes Kind?</p>;"7. <p>Wenn du spontan an eine Marke denkst, die für deine Familie/in deiner Familie gerade eine Rolle spielt. Welche ist es?&nbsp;</p><p><br></p>";8. <p>Auf welche Spielzeugmarke können deine Kinder gerade nicht verzichten? </p>;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Alles in allem bin ich zufrieden mit meinem Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) extrem belastet;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Klimakrise belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Die Inflation belastet mich und unser Familienleben;9. <p>Inwiefern stimmst du folgenden Aussagen zu: </p>:Ich fühle mich (im Familienalltag) häufig einsam;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Beruf;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Kind/er;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Geld/Finanzen;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:(Schwieger)Eltern;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Gesundheitliche Probleme;10. <p>Bitte gib an, inwiefern du dich um die folgenden Dinge sorgst/nicht sorgst: </p>:Vorsorge bzw. Rente;11. <p>In welchem Bereich fühlst du dich mit deiner Familie am meisten unter Druck gesetzt?</p>;12. <p>Wie viel Zeit kannst du dir im Alltag pro Tag für dich selbst (Me-Time) nehmen?</p>;13. <p>Wie verbringst du diese Zeit (Me-Time) überwiegend? </p>;14. <p>Wie kommen du und deine Familie derzeit mit eurem Haushaltsnettoeinkommen zurecht? </p>;15. <p>Hattest du/hatte deine Familie in den letzten zwei Monaten externe Unterstützung im Familienalltag (nicht von den direkten Familienmitgliedern aber z.B. von einem Babysitter)?</p>;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Nachbarn;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Freunde;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Kolleg:innen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Offizielle Einrichtungen;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Babysitter;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:Au-pair/Nanny;16. <p>Du hast angegeben, dass deine Familie in den letzten zwei Monaten externe Unterstützung gehabt hat. Von wem?</p>:freetext;17. <p>Wenn du für 2023 eine Familienurlaub/Reise planst, wohin soll es als nächstes gehen? </p>;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Auto;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Wohnmobil/wagen;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem Flugzeug;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Bahn;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit dem (Reise)Bus;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit einem Kreuzfahrtschiff;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:Mit der Fähre;18. <p>Du planst einen Familienurlaub - wie werdet ihr zum Zielort kommen?</p>:freetext;19. <p>Haben „Verschwörungstheorien“ (z.B. die Erde wäre flach, Impfungen würden einhergehen mit der Einpflanzung von Chips zur Gedankenkontrolle o.ä.) Einfluss auf deine Familie?</p>;20. <p>Gibt es jemanden in deiner Familie oder familiären Umgebung, der dir Unbehagen oder Angst bereitet?</p>;21. <p>Benötigst du Hilfe?</p>;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage! 
477;f;44;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Emsdetten;0;48282;DEU;Android;Mit Partner*in & Kind(ern);4;11 bis 18 Jahre;7 bis 10 Jahre;4 bis 6 Jahre;1 bis 3 Jahre;auto;ajpad;5;5;4;5;5;4;6;6;5;5;4;Gesellschaft, die Familien nicht genug unterstützt;30 bis 60 Minuten;Am Handy;Gut;Ja;0;1;0;0;0;0;0;Westeuropa (Belgien, Frankreich, Österreich etc.);0;0;1;0;0;0;0;0;Haben einen Einfluss;Ja;-;Pudding
478;m;30;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Berlin;1;10117;DEU;iOS;Alleine wohnend;1;4 bis 6 Jahre;-;-;-;Apple;PS;6;3;2;3;5;4;5;3;3;2;6;Ich fühle mich nicht unter Druck gesetzt;30 bis 60 Minuten;Meditation;Gut;Ja;0;1;1;0;1;1;0;Asien;0;0;0;0;0;0;1;0;Haben eher keinen Einfluss;Ja;-;Pudding
479;f;40;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Dresden;0;1099;DEU;Android;Mit Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;Puma;Schleich,lego;5;5;3;3;5;3;5;3;3;3;4;Anforderungen von Schule / Kita;Gar keine;-;Gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
480;m;32;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Ingolstadt;1;85053;DEU;Android;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;audi;lego,marvel,disney,sony;5;3;3;5;3;5;6;5;3;5;6;Anforderungen von Schule / Kita;1 bis 2 Stunden;Aufräumen;Sehr gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
481;f;38;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Brilon;0;59929;DEU;Android;Mit Partner*in & Kind(ern);3;Über 18;11 bis 18 Jahre;7 bis 10 Jahre;-;Miele;Playstation,Nintendo;6;5;6;6;2;5;6;6;4;6;6;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
482;m;59;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Frielendorf;0;34621;DEU;Android;Mit Partner*in & Kind(ern);3;11 bis 18 Jahre;4 bis 6 Jahre;1 bis 3 Jahre;-;Martel;Schleich;6;4;5;6;5;6;5;5;4;4;6;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Sport;Sehr gut;Ja;0;0;1;0;0;1;0;Deutschland;1;0;1;0;0;0;0;0;Haben einen starken Einfluss;Ja;-;Pudding
483;f;40;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;Koeln;1;50667;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;11 bis 18 Jahre;-;-;Coca cola,prinzenrolle;playmobil;5;4;4;4;3;4;4;5;4;3;5;Politik, die Familien nicht genug berücksichtigt;5 bis 30 Minuten;Lesen;Gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
484;m;42;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Arnsberg;0;59821;DEU;iOS;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;4 bis 6 Jahre;-;-;Samsung;Nintendo;5;2;2;4;1;4;5;4;3;4;3;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Sport;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
485;f;38;7;Thueringen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Schmalkalden;0;98574;DEU;iOS;Mit Partner*in & Kind(ern);1;4 bis 6 Jahre;-;-;-;Lego;Lego;4;4;5;6;5;4;4;4;4;4;4;Erwartungen der eigenen Familie;< 5 Minuten;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
486;f;54;1;Hamburg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Hamburg;1;22043;DEU;Android;Mit Partner*in & Kind(ern);3;Über 18;Über 18;Über 18;-;Adidas;Lego;5;4;1;6;4;1;6;6;1;6;1;Gesellschaft, die Familien nicht genug unterstützt;5 bis 30 Minuten;Am Handy;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
487;f;41;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Jerrishoe;0;24963;DEU;iOS;Mit Partner*in & Kind(ern);1;7 bis 10 Jahre;-;-;-;nike;Nintendo;6;5;6;5;1;4;5;6;5;5;4;Erwartungen der eigenen Familie;5 bis 30 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
488;m;24;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Ostfildern;0;73760;DEU;iOS;Mit Partner*in;2;11 bis 18 Jahre;4 bis 6 Jahre;-;-;Nike;Lego;4;4;4;4;5;5;5;4;4;5;4;Anforderungen von Schule / Kita;5 bis 30 Minuten;Sport;Gut;Ja;0;1;0;0;0;0;0;Nord-Amerika;0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
489;m;61;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Potsdam;1;14467;DEU;iOS;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;1 bis 3 Jahre;-;-;Playmobil;Lego;5;5;5;5;5;5;5;6;5;5;5;Anforderungen von Schule / Kita;30 bis 60 Minuten;Sport;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
490;m;40;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Dresden;0;1067;DEU;Android;Mit Partner*in & Kind(ern);3;11 bis 18 Jahre;7 bis 10 Jahre;4 bis 6 Jahre;-;Disney+;Lego;4;3;5;3;2;5;6;5;5;6;6;Gesellschaft, die Familien nicht genug unterstützt;1 bis 2 Stunden;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;1;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
491;m;49;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Berlin;1;10717;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;Playstation;Ravensburger;5;3;5;2;1;6;6;6;6;6;6;Vereinbarkeit Familie & Beruf;> 2 Stunden;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Das möchte ich nicht beantworten;Das möchte ich nicht beantworten;-;Pudding
492;m;43;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Giesen;0;31180;DEU;Android;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;4 bis 6 Jahre;-;-;Samsung;Lego;5;5;4;4;1;2;3;3;4;4;3;Vereinbarkeit Familie & Beruf;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Westeuropa (Belgien, Frankreich, Österreich etc.);1;0;0;0;0;0;0;0;Haben eher keinen Einfluss;Nein;-;Pudding
493;f;28;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Augsburg;1;86179;DEU;Android;Mit Partner*in & Kind(ern);1;1 bis 3 Jahre;-;-;-;tm6;tonibpx;4;4;3;2;2;4;5;2;1;2;3;Vereinbarkeit Familie & Beruf;30 bis 60 Minuten;Meditation;Sehr gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
494;f;55;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Ludwigshafen am Rhein;1;67069;DEU;Android;In einer Wohngemeinschaft;1;Über 18;-;-;-;KIK;Nintendo;4;3;2;3;4;4;4;5;3;4;5;Erwartungen der eigenen Familie;30 bis 60 Minuten;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Deutschland;0;0;0;1;0;0;0;0;Haben eher keinen Einfluss;Das möchte ich nicht beantworten;-;Pudding
495;m;23;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Dresden;0;1099;DEU;iOS;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;1 bis 3 Jahre;-;-;Hippo,Pampers;LEGO;5;2;2;4;2;2;2;2;2;2;3;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Am Handy;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
496;m;56;1;Bremen;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Bremen;1;28755;DEU;Android;Alleine wohnend;2;Über 18;Über 18;-;-;keine;schlei;3;1;1;6;4;1;3;6;5;3;6;Gesellschaft, die Familien nicht genug unterstützt;1 bis 2 Stunden;Aufräumen;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Nein;-;Pudding
497;m;35;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Hannover;1;30161;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;4 bis 6 Jahre;-;-;edeka24;lego;6;5;5;5;5;5;6;6;5;4;5;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Sport;Sehr gut;Ja;1;0;0;0;1;0;0;Westeuropa (Belgien, Frankreich, Österreich etc.);1;0;1;0;0;0;0;0;Haben keinen Einfluss;Ja;-;Pudding
498;m;38;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;Duesseldorf;1;40227;DEU;iOS;Mit Partner*in & Kind(ern);2;1 bis 3 Jahre;Unter 1 Jahr;-;-;Lego;Playmobil;5;3;4;3;3;4;5;5;4;4;5;Vereinbarkeit Familie & Beruf;30 bis 60 Minuten;Organisation von Alltagsthemen;Gut;Ja;0;1;0;0;0;0;0;Osteuropa (Russland, Bulgarien etc.);1;0;0;0;0;0;0;0;Haben einen Einfluss;Nein;-;Pudding
499;f;23;5;Berlin;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Berlin;1;12347;DEU;iOS;Mit Kind(ern);1;1 bis 3 Jahre;-;-;-;fisher price;vtech;5;4;3;3;2;1;5;3;1;2;4;Gesellschaft, die Familien nicht genug unterstützt;5 bis 30 Minuten;Aufräumen;Nicht gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);0;0;0;1;0;0;0;0;Das möchte ich nicht beantworten;Nein;-;Pudding
500;m;43;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Leippe-Torno;0;2991;DEU;Android;Mit Partner*in & Kind(ern);4;Über 18;11 bis 18 Jahre;7 bis 10 Jahre;7 bis 10 Jahre;nike;hasbro;5;3;3;4;1;4;5;5;2;5;5;Vereinbarkeit Familie & Beruf;> 2 Stunden;Lesen;Gut;Nein;-;-;-;-;-;-;-;Deutschland;1;0;0;0;0;0;0;0;Das möchte ich nicht beantworten;Nein;-;Pudding
501;m;20;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Leipzig;1;4157;DEU;Android;Mit Partner*in & Kind(ern);2;1 bis 3 Jahre;Unter 1 Jahr;-;-;hipp;lego;6;1;1;4;1;1;1;4;1;2;4;Politik, die Familien nicht genug berücksichtigt;1 bis 2 Stunden;Sport;Sehr gut;Ja;0;1;0;0;0;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben einen starken Einfluss;Ja;-;Pudding
502;f;60;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;Berlin;1;13587;DEU;Android;Mit Partner*in;4;Über 18;Über 18;Über 18;Über 18;Nutella;playstation;4;3;3;5;2;1;1;5;1;3;4;Erwartungen der eigenen Familie;30 bis 60 Minuten;Lesen;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;0;1;1;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
503;m;47;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Simmozheim;0;75397;DEU;Android;Mit Partner*in & Kind(ern);3;11 bis 18 Jahre;7 bis 10 Jahre;4 bis 6 Jahre;-;Ravensburger;Lego,Hotwheels;5;2;4;4;2;1;2;3;2;1;1;Ich fühle mich nicht unter Druck gesetzt;30 bis 60 Minuten;Organisation von Alltagsthemen;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);1;1;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
504;f;52;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Hinte;0;26759;DEU;iOS;Mit Partner*in & Kind(ern);2;Über 18;11 bis 18 Jahre;-;-;VW;Lego;6;3;6;5;3;4;5;5;4;6;6;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);0;1;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
505;f;46;4;Bayern;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Altdorf;0;90518;DEU;iOS;Mit Partner*in & Kind(ern);2;Über 18;11 bis 18 Jahre;-;-;Apple;Apple;5;2;1;4;4;1;4;3;1;1;1;Ich fühle mich nicht unter Druck gesetzt;1 bis 2 Stunden;Am Handy;Sehr gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
506;m;30;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Dessau-Rosslau;0;6842;DEU;Android;Mit Partner*in & Kind(ern);2;7 bis 10 Jahre;1 bis 3 Jahre;-;-;Keine;Weiß nicht;5;5;5;6;5;5;5;5;6;5;5;Erwartungen der eigenen Familie;30 bis 60 Minuten;Organisation von Alltagsthemen;Gut;Ja;1;1;0;1;1;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben einen Einfluss;Ja;-;Pudding
507;f;19;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Abitur / Fachabitur;Braunschweig;1;38106;DEU;iOS;Mit Kind(ern);2;7 bis 10 Jahre;4 bis 6 Jahre;-;-;Volkswagen;playmobil,lego,Hasbro,Ravensburger;3;3;4;4;4;4;4;3;3;5;4;Gesellschaft, die Familien nicht genug unterstützt;1 bis 2 Stunden;Sport;Gut;Ja;1;0;1;1;0;0;0;Nord-Amerika;0;0;1;0;0;0;0;0;Haben eher keinen Einfluss;Ja;-;Pudding
508;m;33;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Germersheim;0;76726;DEU;Android;Mit Kind(ern);1;1 bis 3 Jahre;-;-;-;Familie;lego;4;5;5;5;4;5;6;5;5;4;5;Ich fühle mich nicht unter Druck gesetzt;5 bis 30 Minuten;Aufräumen;Gut;Ja;0;0;0;0;1;0;0;Deutschland;1;0;0;0;0;0;0;0;Haben keinen Einfluss;Ja;-;Pudding
509;m;40;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Neustetten;0;72149;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;4 bis 6 Jahre;-;-;tonie;tonie;5;5;5;5;4;6;6;6;6;6;6;Gesellschaft, die Familien nicht genug unterstützt;5 bis 30 Minuten;Sport;Nicht gut;Nein;-;-;-;-;-;-;-;Südeuropa (Italien, Portugal, Spanien etc.);1;0;0;0;0;0;0;0;Haben keinen Einfluss;Nein;-;Pudding
510;f;57;6;Sachsen-Anhalt;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Welfesholz;0;6333;DEU;Android;Mit Kind(ern);1;Über 18;-;-;-;keine;alle;2;6;6;6;4;4;1;4;1;4;4;Politik, die Familien nicht genug berücksichtigt;30 bis 60 Minuten;Am Handy;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Ja;-;Pudding
511;f;44;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Stipsdorf;0;23795;DEU;iOS;Mit Kind(ern);1;11 bis 18 Jahre;-;-;-;Mercedes;playstarion nintendo;3;6;6;6;6;5;4;6;1;6;6;Politik, die Familien nicht genug berücksichtigt;> 2 Stunden;Aufräumen;Überhaupt nicht gut;Nein;-;-;-;-;-;-;-;Wir planen keinen Urlaub;-;-;-;-;-;-;-;-;Haben überhaupt keinen Einfluss;Ja;-;Pudding
512;m;50;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Essen;1;45131;DEU;Android;Mit Partner*in & Kind(ern);2;11 bis 18 Jahre;7 bis 10 Jahre;-;-;Disney +;Lego;5;2;2;1;1;2;4;2;1;2;4;Vereinbarkeit Familie & Beruf;30 bis 60 Minuten;Sport;Gut;Nein;-;-;-;-;-;-;-;Nordeuropa (Norwegen, Schweden, inkl. Großbritannien);0;0;1;0;0;0;0;0;Haben überhaupt keinen Einfluss;Nein;-;Pudding
